"Statistic Label","Month","Type of Residential Property","UNIT","VALUE"
"Percentage Change over 3 months for Residential Property Price Index","2016 June","National excluding Dublin - all residential properties","%","3.2"
"Percentage Change over 3 months for Residential Property Price Index","2016 June","National excluding Dublin - houses","%","2.9"
"Percentage Change over 3 months for Residential Property Price Index","2016 June","National excluding Dublin - apartments","%","6.4"
"Percentage Change over 3 months for Residential Property Price Index","2016 June","Border - houses","%","2.9"
"Percentage Change over 3 months for Residential Property Price Index","2016 June","Midland - houses","%","2.9"
"Percentage Change over 3 months for Residential Property Price Index","2016 June","West - houses","%","5.4"
"Percentage Change over 3 months for Residential Property Price Index","2016 June","Mid-East - houses","%","0.3"
"Percentage Change over 3 months for Residential Property Price Index","2016 June","Mid-West - houses","%","2.1"
"Percentage Change over 3 months for Residential Property Price Index","2016 June","South-East - houses","%","-0.9"
"Percentage Change over 3 months for Residential Property Price Index","2016 June","South-West - houses","%","1"
"Percentage Change over 3 months for Residential Property Price Index","2016 July","National - all residential properties","%","3.4"
"Percentage Change over 3 months for Residential Property Price Index","2016 July","National - houses","%","3.5"
"Percentage Change over 3 months for Residential Property Price Index","2016 July","National - apartments","%","2.9"
"Percentage Change over 3 months for Residential Property Price Index","2016 July","Dublin - all residential properties","%","1.1"
"Percentage Change over 3 months for Residential Property Price Index","2016 July","Dublin - houses","%","1.1"
"Percentage Change over 3 months for Residential Property Price Index","2016 July","Dublin - apartments","%","1.7"
"Percentage Change over 3 months for Residential Property Price Index","2016 July","Dublin City - houses","%","1.4"
"Percentage Change over 3 months for Residential Property Price Index","2016 July","Dun Laoghaire-Rathdown - houses","%","0.4"
"Percentage Change over 3 months for Residential Property Price Index","2016 July","Fingal - houses","%","-1"
"Percentage Change over 3 months for Residential Property Price Index","2016 July","South Dublin - houses","%","1.9"
"Percentage Change over 3 months for Residential Property Price Index","2016 July","National excluding Dublin - all residential properties","%","5.7"
"Percentage Change over 3 months for Residential Property Price Index","2016 July","National excluding Dublin - houses","%","5.6"
"Percentage Change over 3 months for Residential Property Price Index","2016 July","National excluding Dublin - apartments","%","7.3"
"Percentage Change over 3 months for Residential Property Price Index","2016 July","Border - houses","%","2"
"Percentage Change over 3 months for Residential Property Price Index","2016 July","Midland - houses","%","3.6"
"Percentage Change over 3 months for Residential Property Price Index","2016 July","West - houses","%","5.4"
"Percentage Change over 3 months for Residential Property Price Index","2016 July","Mid-East - houses","%","2"
"Percentage Change over 3 months for Residential Property Price Index","2016 July","Mid-West - houses","%","4.5"
"Percentage Change over 3 months for Residential Property Price Index","2016 July","South-East - houses","%","2.2"
"Percentage Change over 3 months for Residential Property Price Index","2016 July","South-West - houses","%","4.3"
"Percentage Change over 3 months for Residential Property Price Index","2016 August","National - all residential properties","%","4.7"
"Percentage Change over 3 months for Residential Property Price Index","2016 August","National - houses","%","5"
"Percentage Change over 3 months for Residential Property Price Index","2016 August","National - apartments","%","3.2"
"Percentage Change over 3 months for Residential Property Price Index","2016 August","Dublin - all residential properties","%","3"
"Percentage Change over 3 months for Residential Property Price Index","2016 August","Dublin - houses","%","3.3"
"Percentage Change over 3 months for Residential Property Price Index","2016 August","Dublin - apartments","%","2.3"
"Percentage Change over 3 months for Residential Property Price Index","2016 August","Dublin City - houses","%","2.9"
"Percentage Change over 3 months for Residential Property Price Index","2016 August","Dun Laoghaire-Rathdown - houses","%","2.9"
"Percentage Change over 3 months for Residential Property Price Index","2016 August","Fingal - houses","%","-1.1"
"Percentage Change over 3 months for Residential Property Price Index","2016 August","South Dublin - houses","%","2.6"
"Percentage Change over 3 months for Residential Property Price Index","2016 August","National excluding Dublin - all residential properties","%","6.4"
"Percentage Change over 3 months for Residential Property Price Index","2016 August","National excluding Dublin - houses","%","6.4"
"Percentage Change over 3 months for Residential Property Price Index","2016 August","National excluding Dublin - apartments","%","5.9"
"Percentage Change over 3 months for Residential Property Price Index","2016 August","Border - houses","%","1.7"
"Percentage Change over 3 months for Residential Property Price Index","2016 August","Midland - houses","%","3.7"
"Percentage Change over 3 months for Residential Property Price Index","2016 August","West - houses","%","6.6"
"Percentage Change over 3 months for Residential Property Price Index","2016 August","Mid-East - houses","%","3.4"
"Percentage Change over 3 months for Residential Property Price Index","2016 August","Mid-West - houses","%","7.3"
"Percentage Change over 3 months for Residential Property Price Index","2016 August","South-East - houses","%","6.2"
"Percentage Change over 3 months for Residential Property Price Index","2016 August","South-West - houses","%","3.5"
"Percentage Change over 3 months for Residential Property Price Index","2016 September","National - all residential properties","%","4.8"
"Percentage Change over 3 months for Residential Property Price Index","2016 September","National - houses","%","5.4"
"Percentage Change over 3 months for Residential Property Price Index","2016 September","National - apartments","%","2.5"
"Percentage Change over 3 months for Residential Property Price Index","2016 September","Dublin - all residential properties","%","4.4"
"Percentage Change over 3 months for Residential Property Price Index","2016 September","Dublin - houses","%","4.8"
"Percentage Change over 3 months for Residential Property Price Index","2016 September","Dublin - apartments","%","2.8"
"Percentage Change over 3 months for Residential Property Price Index","2016 September","Dublin City - houses","%","4.8"
